candidate_id,Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
29598,>35,No,Undergraduate,1,Man,No,Dev,24,20,United States of America,128000.0,JavaScript;Node.js;SQL;TypeScript;Docker;Git;React.js;AWS;DynamoDB;MySQL,10,0
29599,<35,No,Undergraduate,0,Man,Yes,Dev,14,5,Serbia,19824.0,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;PHP;Python;SQL;Swift;VBA;Docker;Angular;ASP.NET;ASP.NET Core ;Django;jQuery;React.js;AWS;Google Cloud Platform;Microsoft Azure;Oracle Cloud Infrastructure;Firebase;Microsoft SQL Server;MongoDB;MySQL;SQLite,30,1
29600,<35,No,Master,1,Man,No,Dev,14,14,Germany,75669.0,C;C#;C++;Clojure;HTML/CSS;JavaScript;Node.js;PowerShell;Python;R;SQL;TypeScript;Docker;Git;Kubernetes;Angular;ASP.NET;ASP.NET Core ;FastAPI;jQuery;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;DynamoDB;Firebase;Microsoft SQL Server;PostgreSQL;Redis;SQLite,31,1
29601,<35,No,Master,1,Man,No,Dev,13,6,Russian Federation,18876.0,Java;JavaScript;Kotlin;Flow;Git;ASP.NET;ASP.NET Core ;Spring;Vue.js;Heroku;Microsoft Azure;Microsoft SQL Server;PostgreSQL,13,0
29602,>35,No,Undergraduate,1,Man,No,Dev,35,30,United States of America,75000.0,HTML/CSS;JavaScript;Node.js;PHP;SQL;Docker;Git;jQuery;MySQL,9,0
29603,<35,No,Undergraduate,1,Man,Yes,Dev,4,2,Poland,9108.0,Bash/Shell;Dart;Go;Python;SQL;Deno;Docker;Git;Flask;AWS;Microsoft Azure;MariaDB;MongoDB;MySQL;SQLite,15,1
29604,<35,No,Undergraduate,1,Man,Yes,Dev,5,3,Spain,30267.0,JavaScript;PHP;SQL;Docker;Flow;Git;Express;Laravel;AWS;Heroku;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MySQL;Redis,15,0
29605,<35,No,Undergraduate,1,Man,No,Dev,4,0,Norway,51790.0,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;Git;Unity 3D;Yarn;Express;jQuery;Vue.js;Microsoft Azure;Microsoft SQL Server,18,1
29606,>35,No,Undergraduate,1,Man,Yes,Dev,14,10,Maldives,19428.0,Dart;HTML/CSS;JavaScript;PHP;SQL;Docker;Git;Yarn;Angular;Angular.js;Laravel;Svelte;Vue.js;AWS;DigitalOcean;Google Cloud Platform;MySQL,17,0
29607,<35,No,Undergraduate,1,Man,No,Dev,5,2,Russian Federation,19536.0,Assembly;Bash/Shell;C;C#;C++;COBOL;F#;HTML/CSS;Java;JavaScript;LISP;PowerShell;Python;R;SQL;Swift;Docker;Git;Unity 3D;Yarn;ASP.NET;ASP.NET Core ;Microsoft Azure;Elasticsearch;Microsoft SQL Server;PostgreSQL,26,1
29608,<35,No,Other,1,Man,No,Dev,13,8,Argentina,8760.0,Bash/Shell;Groovy;HTML/CSS;JavaScript;Objective-C;PHP;Python;TypeScript;Docker;Git;Yarn;React.js;Symfony;Vue.js;AWS;Heroku;Firebase;MariaDB;MySQL;PostgreSQL;Redis,21,0
29609,<35,No,Master,1,Man,Yes,Dev,8,4,Greece,15564.0,Assembly;C;C++;Go;Haskell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;R;Ruby;SQL;TypeScript;Xamarin;Angular;Angular.js;Flask;Gatsby;jQuery;React.js;Symfony;Google Cloud Platform;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,31,1
29610,>35,No,PhD,1,Man,No,NotDev,30,13,Russian Federation,56616.0,Bash/Shell;C;C++;Go;Java;PowerShell;Python;Git;Kubernetes,9,0
29611,<35,No,Undergraduate,1,Man,No,Dev,4,4,Spain,33510.0,Bash/Shell;HTML/CSS;Python;SQL;Docker;Flow;Git;Kubernetes;FastAPI;AWS;Google Cloud Platform;DynamoDB;MySQL;Oracle;PostgreSQL,15,0
29612,>35,No,Undergraduate,1,Man,No,NotDev,22,17,United States of America,180000.0,HTML/CSS;Java;JavaScript;Node.js;SQL;Ansible;Docker;Git;Kubernetes;Terraform;Angular;Angular.js;Express;jQuery;Spring;Heroku;Microsoft SQL Server;MySQL;Oracle;Redis;SQLite,21,1
29613,<35,No,Undergraduate,1,Man,Yes,Dev,13,11,Norway,75527.0,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;Git;Yarn;ASP.NET;ASP.NET Core ;Vue.js;Microsoft Azure;Microsoft SQL Server,14,1
29614,>35,No,Master,0,Man,No,Dev,6,6,Kenya,10920.0,HTML/CSS;JavaScript;TypeScript;Git;Angular;Google Cloud Platform;Firebase,7,0
29615,<35,No,Other,1,Man,No,Dev,10,7,Japan,58454.0,HTML/CSS;Java;JavaScript;Perl;PHP;SQL;TypeScript;Git;jQuery;Laravel;Spring;Vue.js;AWS;MySQL;PostgreSQL;Redis,16,1
29616,>35,No,Master,1,Man,No,NotDev,23,12,United Kingdom of Great Britain and Northern Ireland,180963.0,JavaScript;Python;Docker;Git;AWS;Microsoft Azure;DynamoDB;MongoDB;PostgreSQL,9,0
29617,<35,No,Undergraduate,1,Man,No,Dev,13,4,Switzerland,106731.0,C;Go;Python;Docker;Git;Django,6,0
29618,>35,No,PhD,1,Man,No,Dev,20,11,Germany,84316.0,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;Ansible;Docker;Git;Kubernetes;Terraform;FastAPI;Flask;jQuery;Spring;AWS;Elasticsearch;MariaDB;MongoDB;PostgreSQL;SQLite,23,1
29619,<35,No,Undergraduate,1,Man,Yes,Dev,13,8,Brazil,50395.0,Clojure;Java;Kotlin;Node.js;PHP;Rust;Scala;SQL;Docker;Git;Kubernetes;AWS;DynamoDB;PostgreSQL;Redis,15,0
29620,<35,No,Undergraduate,1,Man,No,Dev,7,2,Taiwan,23064.0,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Angular;Express;React.js;AWS;MongoDB;Redis,12,1
29621,>35,No,Undergraduate,1,Man,No,Dev,20,16,Italy,52968.0,C;C#;Python;Git,4,0
29622,<35,No,Undergraduate,1,Man,No,Dev,18,9,India,32172.0,C#;HTML/CSS;JavaScript;Node.js;SQL;Git;Angular.js;ASP.NET;jQuery;React.js;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MySQL,15,1
29623,<35,No,Undergraduate,1,Man,No,Dev,8,4,Sweden,67021.0,C++;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Angular;Express;React.js;Spring;IBM Cloud or Watson;Elasticsearch;MongoDB;PostgreSQL,18,1
29624,<35,No,Undergraduate,1,Man,No,Dev,16,13,United States of America,158000.0,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Unity 3D;Yarn;Angular.js;Express;jQuery;Laravel;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server;MySQL,19,1
29625,<35,No,Master,1,Man,No,Dev,14,10,United Kingdom of Great Britain and Northern Ireland,94359.0,C++;Python;Docker;Git;MariaDB,5,0
29626,<35,No,Undergraduate,1,Man,No,Dev,10,7,Taiwan,59655.0,Dart;Java;Kotlin;Python;Docker;Git;Flask;Google Cloud Platform;Cassandra;MongoDB;MySQL;Redis;SQLite,13,1
29627,>35,No,Undergraduate,1,Man,Yes,Dev,40,24,United States of America,80000.0,Bash/Shell;C#;F#;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript;Docker;Kubernetes;Angular;ASP.NET Core ;DigitalOcean;Microsoft Azure;Oracle;PostgreSQL,17,1
29628,>35,No,Master,1,Man,No,Dev,30,20,United States of America,170000.0,Java;JavaScript;Node.js;Python;TypeScript;Docker;Kubernetes;Terraform;Django;React.js;Spring;Vue.js;AWS;Google Cloud Platform;PostgreSQL;Redis;SQLite,17,1
29629,>35,No,Master,1,Man,No,Dev,35,26,United States of America,167000.0,Bash/Shell;Groovy;Java;JavaScript;Node.js;Perl;Python;Ruby;Scala;SQL;Chef;Docker;Git;Kubernetes;Puppet;Terraform;Django;jQuery;React.js;Ruby on Rails;Vue.js;AWS;DynamoDB;MySQL;PostgreSQL;Redis,26,1
29630,<35,No,Undergraduate,1,Man,No,Dev,10,5,Germany,59454.0,C++;Python;Docker;MongoDB;PostgreSQL;SQLite,6,0
29631,<35,No,Undergraduate,1,Man,No,Dev,6,1,India,2796.0,JavaScript;Python;Django;jQuery;AWS;MongoDB;MySQL,7,0
29632,<35,No,Master,1,Man,No,Dev,11,3,Brazil,24744.0,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Angular;Django;Vue.js;AWS;Google Cloud Platform;Heroku;Firebase;Oracle;PostgreSQL;Redis;SQLite,19,1
29633,<35,No,PhD,1,Man,No,Dev,14,6,Spain,74047.0,Java;Perl;PHP;Python;SQL;Docker;Git;Flask;Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite,13,1
29634,>35,No,Master,1,Man,No,Dev,35,25,New Zealand,159725.0,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;Ruby;Rust;TypeScript;Docker;Git;Kubernetes;Yarn;Express;Ruby on Rails;AWS;DigitalOcean;Google Cloud Platform;Heroku;Cassandra;Elasticsearch;Firebase;MongoDB;PostgreSQL;Redis;SQLite,26,1
29635,>35,No,Undergraduate,1,Man,No,Dev,43,37,Finland,55776.0,C;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;VBA;jQuery;React.js;AWS;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,18,1
29636,<35,No,Undergraduate,1,Man,No,Dev,7,5,Poland,39492.0,C#;JavaScript;SQL;Git;Angular;ASP.NET;jQuery;MySQL;Oracle,9,0
29637,<35,No,NoHigherEd,1,Man,No,Dev,3,2,Brazil,11820.0,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Scala;SQL;Git;AWS;Google Cloud Platform;MongoDB;PostgreSQL,12,1
29638,<35,No,Undergraduate,1,Man,No,Dev,8,4,Canada,64287.0,JavaScript;Node.js;Python;Ruby;Docker;Git;Angular;Ruby on Rails;Heroku;Elasticsearch;MongoDB;MySQL;Redis,13,0
29639,<35,No,Undergraduate,0,Man,No,Dev,11,2,Russian Federation,9432.0,Assembly;Bash/Shell;C;C++;Python;Git;MySQL,7,0
29640,<35,No,Undergraduate,1,Man,No,Dev,10,6,Netherlands,72426.0,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;React.js;Vue.js;Firebase;PostgreSQL,10,0
29641,<35,No,Undergraduate,1,Man,Yes,Dev,17,12,United States of America,60000.0,C#;HTML/CSS;SQL;Xamarin;Microsoft SQL Server,5,0
29642,<35,No,Master,0,Man,No,Dev,17,10,France,129720.0,PHP;Symfony;Google Cloud Platform;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,10,0
29643,>35,No,Undergraduate,1,Man,No,Dev,48,41,United States of America,150000.0,C;C++;Python;Docker;Git;PostgreSQL;SQLite,7,0
29644,>35,No,Undergraduate,1,Woman,No,Dev,20,5,Ireland,60535.0,Go;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Git;Flask;AWS;DynamoDB;Microsoft SQL Server;Redis,13,1
29645,>35,No,Undergraduate,0,Man,Yes,Dev,18,16,Canada,136140.0,Java;JavaScript;Node.js;SQL;Docker;Git;Express;React.js;Spring;AWS;Elasticsearch;MariaDB;MySQL;Redis,14,0
29646,<35,No,Undergraduate,0,Man,No,Dev,8,3,Austria,17508.0,C#;Swift;Git;Unity 3D;SQLite,5,0
29647,<35,No,Other,1,Man,No,Dev,4,4,India,8712.0,C#;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server,14,1
29648,>35,No,Undergraduate,1,Man,Yes,Dev,12,11,United States of America,97600.0,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;Docker;Git;Kubernetes;Angular;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;Redis,21,1
29649,>35,No,Undergraduate,1,Man,No,Dev,40,20,United States of America,150000.0,Ruby;Git;Ruby on Rails;AWS;Heroku;PostgreSQL,6,0
29650,<35,No,Undergraduate,1,Man,Yes,Dev,15,1,Belgium,26712.0,C#;Java;JavaScript;Kotlin;Node.js;TypeScript;Git;Xamarin;Angular;ASP.NET Core ;Express;Vue.js;AWS;Heroku;MongoDB;SQLite,16,1
29651,<35,No,Undergraduate,1,Man,No,Dev,7,3,India,5364.0,Dart;HTML/CSS;JavaScript;Node.js;R;SQL;Angular.js;Express;jQuery;Ruby on Rails;DigitalOcean;Google Cloud Platform;Heroku;Firebase;MySQL,15,0
29652,<35,No,NoHigherEd,1,Man,No,Dev,7,4,Italy,32429.0,C#;SQL;VBA;Git;AWS;Microsoft SQL Server,6,0
29653,<35,No,Other,1,Man,No,Dev,12,10,Brazil,68724.0,Bash/Shell;Clojure;Java;JavaScript;Docker;Git;Kubernetes;Terraform;React.js;AWS;Heroku;DynamoDB;Firebase;Redis,14,0
29654,<35,No,Master,1,Man,No,Dev,4,1,Turkey,7884.0,Python;Git;Django;MongoDB;MySQL,5,0
29655,>35,Yes,Other,1,Man,No,Dev,35,25,Canada,64287.0,HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;VBA;jQuery;Microsoft Azure;Microsoft SQL Server;MySQL;Oracle,12,1
29656,<35,No,Other,1,Man,Yes,Dev,4,4,Norway,48552.0,Assembly;Bash/Shell;C;C#;Java;JavaScript;Matlab;Node.js;PHP;PowerShell;Python;SQL;TypeScript;VBA;Docker;Git;Yarn;Angular.js;Django;Express;Flask;jQuery;React.js;DigitalOcean;Heroku;Microsoft Azure;MongoDB;MySQL;PostgreSQL,29,1
29657,>35,No,Undergraduate,1,Man,No,Dev,7,5,Germany,48644.0,C#;HTML/CSS;Java;JavaScript;Node.js;SQL;VBA;Docker;Git;Angular;ASP.NET;Express;jQuery;Spring;Microsoft SQL Server;MongoDB;PostgreSQL,17,1
29658,<35,No,PhD,0,Man,No,NotDev,7,3,Poland,15187.0,Assembly;Bash/Shell;C;C++;Julia;Matlab;Python;R;Git,9,0
29659,>35,Yes,Master,1,Man,No,Dev,22,15,Russian Federation,56616.0,Bash/Shell;HTML/CSS;Java;JavaScript;TypeScript;Docker;Git;Unity 3D;Unreal Engine;React.js;Heroku;PostgreSQL,12,1
29660,>35,No,NoHigherEd,1,Man,No,Dev,2,0,United States of America,90000.0,C#;HTML/CSS;Python;SQL;Docker;Git;Kubernetes;ASP.NET Core ;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,14,0
29661,>35,No,Undergraduate,1,Man,No,Dev,16,13,United States of America,150000.0,Bash/Shell;C#;Groovy;JavaScript;PowerShell;SQL;Docker;Git;Kubernetes;ASP.NET;ASP.NET Core ;jQuery;React.js;AWS;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,18,1
29662,>35,No,Master,1,Man,No,Dev,30,24,Israel,140088.0,Bash/Shell;C#;C++;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Ansible;Docker;Git;Kubernetes;ASP.NET;Django;Express;jQuery;Laravel;Symfony;DigitalOcean;Elasticsearch;MariaDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite,26,1
29663,<35,No,Undergraduate,0,Man,Yes,NotDev,6,4,Brazil,10500.0,HTML/CSS;PowerShell;SQL;VBA;Git;AWS;MySQL,7,0
29664,>35,No,Master,1,Man,No,Dev,42,27,Norway,112211.0,C;C++,2,0
29665,<35,No,Master,1,Man,No,NotDev,6,1,France,12972.0,HTML/CSS;JavaScript;PHP;Python;R;SQL;Google Cloud Platform;MySQL,8,0
29666,<35,No,Undergraduate,1,Man,No,Dev,16,11,United States of America,135000.0,C#;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Terraform;Yarn;ASP.NET;ASP.NET Core ;Express;React.js;AWS;DynamoDB;Elasticsearch;Microsoft SQL Server;Redis,18,1
29667,>35,No,Undergraduate,1,Man,No,Dev,30,21,United States of America,180000.0,Bash/Shell;Perl;PHP;Python;SQL;Git;MariaDB;MySQL;PostgreSQL;Redis;SQLite,11,0
29668,<35,No,Master,1,Man,No,Dev,12,8,Slovenia,23352.0,Assembly;Bash/Shell;C#;C++;Go;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;R;SQL;TypeScript;Docker;Git;Xamarin;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;React.js;Vue.js;Microsoft Azure;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,30,1
29669,<35,No,Undergraduate,1,Woman,Yes,Dev,4,5,Taiwan,5004.0,HTML/CSS;Java;JavaScript;Node.js;TypeScript;Docker;Git;Angular;React.js;Vue.js;AWS;MariaDB;MySQL;Oracle;PostgreSQL,15,1
29670,<35,No,Master,1,Man,No,Dev,14,9,United States of America,190000.0,HTML/CSS;Java;Matlab;Docker;Git;Kubernetes;Spring;AWS;PostgreSQL,9,0
29671,<35,No,Undergraduate,1,Man,Yes,Dev,7,5,Brazil,4404.0,C#;Git;Microsoft SQL Server,3,0
29672,<35,No,Undergraduate,0,Man,No,NotDev,7,5,Brazil,16488.0,HTML/CSS;PowerShell;Python;SQL;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server,8,0
29673,>35,Yes,Other,1,Man,No,Dev,40,30,United States of America,81000.0,C#;F#;Python;SQL;Git;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,9,0
29674,>35,No,Undergraduate,1,Man,No,Dev,22,18,United States of America,150000.0,C#;HTML/CSS;JavaScript;SQL;Git;ASP.NET;ASP.NET Core ;React.js;Microsoft Azure;Microsoft SQL Server,10,0
29675,<35,No,Master,1,Man,No,Dev,15,10,France,46482.0,C#;C++;Python;Git;IBM DB2;Microsoft SQL Server,6,0
29676,<35,No,Undergraduate,1,Man,No,Dev,5,0,Pakistan,1164.0,Node.js;Python;TypeScript;Git;Angular;Express;jQuery;Heroku;IBM DB2;MySQL;Oracle,11,1
29677,<35,No,Undergraduate,1,Man,No,Dev,13,13,United Arab Emirates,114336.0,C#;HTML/CSS;Java;JavaScript;Node.js;TypeScript;Chef;Angular;Angular.js;ASP.NET;Express;React.js;Heroku;Microsoft Azure;Microsoft SQL Server;MongoDB;Oracle,17,1
29678,<35,No,Undergraduate,1,Man,No,Dev,8,4,Netherlands,40212.0,Dart;Go;HTML/CSS;Java;JavaScript;Node.js;Rust;TypeScript;Deno;Docker;Git;Yarn;Angular;Angular.js;Spring;Svelte;Google Cloud Platform;Microsoft Azure;Elasticsearch;Firebase;MariaDB;MongoDB,22,1
29679,<35,No,Undergraduate,1,Man,No,Dev,7,5,Israel,29772.0,PowerShell;Python;Rust;Git;Flask,5,0
29680,<35,No,Undergraduate,1,Man,No,NotDev,2,0,India,5585.0,Python;Ansible;Docker;Git;Kubernetes;Terraform;Django;Flask;AWS;Microsoft Azure;MongoDB;MySQL,12,0
29681,>35,No,Undergraduate,1,Man,No,Dev,24,20,United States of America,152000.0,Bash/Shell;C++;HTML/CSS;Python;Git;jQuery,6,0
29682,<35,No,Master,1,Man,No,Dev,13,9,Sweden,55224.0,C;C#;Go;Java;JavaScript;PHP;SQL;TypeScript;Docker;Git;Terraform;ASP.NET;ASP.NET Core ;Express;Gatsby;jQuery;React.js;Symfony;Vue.js;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;Redis,25,1
29683,<35,No,Undergraduate,1,Man,No,Dev,3,2,Switzerland,11592.0,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Docker;Git;Unity 3D;Angular;ASP.NET;ASP.NET Core ;jQuery;Google Cloud Platform;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MySQL;SQLite,23,1
29684,<35,No,Other,1,NonBinary,Yes,Dev,14,7,United Kingdom of Great Britain and Northern Ireland,77556.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;Django;Drupal;Express;Gatsby;React.js;Ruby on Rails;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,32,1
29685,>35,No,Undergraduate,1,Man,No,Dev,35,24,Sweden,54000.0,Bash/Shell;C#;HTML/CSS;JavaScript;Perl;SQL;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;MariaDB;Microsoft SQL Server,13,1
29686,>35,No,PhD,1,Man,No,Dev,30,20,Czech Republic,46764.0,Bash/Shell;C;C++;HTML/CSS;JavaScript;Python;Docker;Git;React.js;Vue.js;AWS;Heroku;Firebase;MongoDB,14,0
29687,<35,No,Other,1,Man,Yes,Dev,7,0,Italy,12972.0,C#;Python;SQL;Git;Unity 3D;Microsoft SQL Server;SQLite,7,1
29688,>35,No,Other,1,Man,No,Dev,12,7,Taiwan,26513.0,Bash/Shell;C;C#;C++;Go;HTML/CSS;JavaScript;Node.js;Objective-C;PHP;Python;SQL;TypeScript;Docker;Git;Unity 3D;Angular;Django;Express;Microsoft SQL Server;MySQL;PostgreSQL;Redis,23,1
29689,<35,No,Master,1,Man,Yes,Dev,11,10,United Kingdom of Great Britain and Northern Ireland,73678.0,Java;JavaScript;Scala;Google Cloud Platform;Microsoft Azure;MySQL,6,0
29690,>35,No,Undergraduate,1,Man,Yes,Dev,25,20,France,86478.0,Bash/Shell;Clojure;Groovy;Java;LISP;Ansible;Docker;Git;Kubernetes;Google Cloud Platform;Cassandra;Elasticsearch;PostgreSQL;Redis,14,0
29691,>35,No,Undergraduate,1,Man,No,Dev,20,20,United States of America,135000.0,Java;JavaScript;Node.js;PHP;Python;SQL;Git;Django;jQuery;Vue.js;AWS;Google Cloud Platform;Microsoft SQL Server;PostgreSQL,14,1
29692,<35,No,Undergraduate,1,Man,Yes,Dev,14,9,Ireland,79993.0,C#;Unity 3D;Microsoft Azure;Redis,4,0
29693,<35,No,Undergraduate,1,Man,No,Dev,10,8,United States of America,103775.0,HTML/CSS;JavaScript;Node.js;PHP;Ruby;SQL;TypeScript;Git;jQuery;React.js;Ruby on Rails;Symfony;AWS;DigitalOcean;Heroku;MySQL;PostgreSQL;Redis;SQLite,19,1
29694,<35,No,Other,1,Man,Yes,Dev,11,9,United States of America,85000.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA;Git;React.js;Microsoft Azure;Microsoft SQL Server,10,0
29695,<35,No,Undergraduate,1,Man,No,Dev,16,12,Germany,91883.0,Java;Scala;SQL;Docker;Git;Kubernetes;Terraform;AWS;PostgreSQL;Redis,10,0
29696,<35,No,Master,1,Woman,No,Dev,8,5,Finland,68748.0,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Ansible;Git;Kubernetes;jQuery;React.js;Spring;MariaDB;MySQL,15,1
29697,<35,No,Undergraduate,1,Man,No,Dev,4,2,Spain,21620.0,Java;Kotlin;Swift;Git;MySQL,5,0
29698,>35,No,Other,1,Man,Yes,Dev,24,11,United States of America,93000.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Flow;Git;Terraform;Yarn;jQuery;React.js;Symfony;AWS;Google Cloud Platform;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite,23,1
29699,<35,No,Undergraduate,1,Man,Yes,Dev,5,5,India,26527.0,HTML/CSS;Java;JavaScript;SQL;Docker;Git;Terraform;Angular;Express;Spring;Vue.js;AWS;Microsoft Azure;MongoDB;MySQL;PostgreSQL,16,0
29700,<35,No,Undergraduate,1,Man,No,Dev,14,7,India,41885.0,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Perl;PHP;Python;SQL;TypeScript;Docker;Git;Yarn;Angular;Angular.js;ASP.NET;Express;jQuery;React.js;Vue.js;AWS;Heroku;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;SQLite,30,1
29701,<35,No,Undergraduate,1,Man,No,Dev,5,3,Canada,60505.0,C#;HTML/CSS;JavaScript;SQL;Git;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server,11,1
29702,>35,No,Master,0,Man,No,Dev,12,10,Italy,32424.0,C#;Delphi;Java;JavaScript;SQL;Git;ASP.NET;jQuery;Microsoft Azure;Microsoft SQL Server;PostgreSQL,11,1
29703,<35,No,Undergraduate,1,Man,No,Dev,14,11,Brazil,54972.0,Bash/Shell;Go;JavaScript;Node.js;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;jQuery;React.js;Ruby on Rails;AWS;Google Cloud Platform;Heroku;PostgreSQL;Redis;SQLite,21,1
29704,>35,No,PhD,1,Man,No,Dev,22,13,Czech Republic,26604.0,C#;C++;Matlab;Git,4,0
29705,>35,No,Master,1,Man,Yes,Dev,9,4,Germany,59454.0,Bash/Shell;C++;Python;Docker;Git;MariaDB,6,0
29706,>35,No,Undergraduate,1,Man,No,Dev,17,13,United Kingdom of Great Britain and Northern Ireland,71093.0,C#;HTML/CSS;JavaScript;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery,8,1
29707,<35,No,NoHigherEd,0,Man,No,Dev,5,3,Belarus,60000.0,C#;HTML/CSS;JavaScript;PHP;Python;SQL;Git;Unity 3D;jQuery;DigitalOcean;MySQL,11,0
29708,>35,No,Undergraduate,1,Man,No,Dev,21,17,United States of America,150000.0,C;C#;C++;SQL;Git;MySQL,6,0
29709,>35,No,Undergraduate,1,Man,No,Dev,18,16,Netherlands,82155.0,Python;Docker;Git;Terraform;AWS;Elasticsearch,6,0
29710,>35,No,Master,1,Man,No,Dev,2,0,United Kingdom of Great Britain and Northern Ireland,32315.0,HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Docker;Git;Flask;React.js;Spring;Vue.js;Heroku;Microsoft Azure;Firebase;PostgreSQL,16,0
29711,>35,No,Other,1,Man,Yes,Dev,30,25,United States of America,180000.0,Kotlin;Git,2,0
29712,>35,No,Undergraduate,1,Man,No,Dev,20,9,United Kingdom of Great Britain and Northern Ireland,51704.0,HTML/CSS;JavaScript;Python;Docker;Git;Yarn;Django;jQuery;Vue.js;AWS;DigitalOcean;Heroku;Microsoft Azure;MySQL;PostgreSQL,15,0
29713,>35,No,Undergraduate,1,Man,No,Dev,13,9,Thailand,12684.0,C#;HTML/CSS;JavaScript;PHP;SQL;Git;ASP.NET Core ;Vue.js;AWS;DigitalOcean;Microsoft SQL Server,11,0
29714,<35,No,Undergraduate,1,Man,No,Dev,8,2,Australia,55118.0,Bash/Shell;C;C++;Dart;Java;Julia;Kotlin;Matlab;Python;R;SQL;Git;SQLite,13,1
29715,<35,No,Undergraduate,1,Man,No,Dev,20,5,Italy,103774.0,C++;Go;Haskell;JavaScript;Terraform;AWS;Firebase;PostgreSQL;Redis,9,0
29716,>35,No,Undergraduate,1,Man,No,Dev,38,38,Israel,150600.0,C#;HTML/CSS;JavaScript;Python;TypeScript;Docker;Git;Kubernetes;Angular;ASP.NET;ASP.NET Core ;jQuery;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;Redis,16,1
